Stratum,Area,Transect,Length,Lake,LakeCode
05-Feb,173.7,Transect3,1206.6,Dragon,214
05-Feb,173.7,Transect4,798.5,Dragon,214
05-Mar,0,Transect1,0,Dragon,214
05-Mar,0,Transect2,0,Dragon,214
05-Mar,0,Transect3,0,Dragon,214
05-Mar,0,Transect4,0,Dragon,214
10-May,116.3,Transect1,1058.3,Dragon,214
10-May,116.3,Transect2,1133,Dragon,214
10-May,116.3,Transect3,1131,Dragon,214
10-May,116.3,Transect4,464.6,Dragon,214
05-Feb,556,Transect1,775,EDEN,25
05-Feb,556,Transect2,685,EDEN,25
05-Feb,556,Transect3,1279,EDEN,25
05-Feb,556,Transect4,763,EDEN,25
05-Mar,556,Transect1,775,EDEN,25
05-Mar,556,Transect2,685,EDEN,25
05-Mar,556,Transect3,1279,EDEN,25
05-Mar,556,Transect4,763,EDEN,25
10-May,507,Transect1,714,EDEN,25
10-May,507,Transect2,669,EDEN,25
10-May,507,Transect3,1050,EDEN,25
10-May,507,Transect4,619,EDEN,25
15-Oct,481,Transect1,699,EDEN,25
15-Oct,481,Transect2,623,EDEN,25
15-Oct,481,Transect3,960,EDEN,25
15-Oct,481,Transect4,478,EDEN,25
15-20,454,Transect1,641,EDEN,25
15-20,454,Transect2,590,EDEN,25
15-20,454,Transect3,922,EDEN,25
15-20,454,Transect4,386,EDEN,25
20-30,397,Transect1,578,EDEN,25
20-30,397,Transect2,553,EDEN,25
20-30,397,Transect3,790,EDEN,25
20-30,397,Transect4,267,EDEN,25
30-40,307,Transect1,512,EDEN,25
30-40,307,Transect2,513,EDEN,25
30-40,307,Transect3,722,EDEN,25
30-40,307,Transect4,0,EDEN,25
40-50,239,Transect1,429,EDEN,25
40-50,239,Transect2,478,EDEN,25
40-50,239,Transect3,630,EDEN,25
40-50,239,Transect4,0,EDEN,25
50-60,203,Transect1,0,EDEN,25
50-60,203,Transect2,0,EDEN,25
50-60,203,Transect3,0,EDEN,25
50-60,203,Transect4,0,EDEN,25
60-70,170,Transect1,0,EDEN,25
60-70,170,Transect2,0,EDEN,25
60-70,170,Transect3,0,EDEN,25
60-70,170,Transect4,0,EDEN,25
05-Feb,2447,Transect1,1867,Ellerslie,181
05-Feb,2447,Transect2,878,Ellerslie,181
05-Feb,2447,Transect3,928,Ellerslie,181
05-Feb,2447,Transect4,1211,Ellerslie,181
05-Feb,2447,Transect5,1083,Ellerslie,181
05-Feb,2447,Transect6,2033,Ellerslie,181
05-Feb,2447,Transect7,1633,Ellerslie,181
05-Feb,2447,Transect8,1133,Ellerslie,181
05-Feb,2447,Transect9,656,Ellerslie,181
05-Feb,2447,Transect10,950,Ellerslie,181
05-Feb,2447,Transect11,783,Ellerslie,181
05-Feb,2447,Transect12,1578,Ellerslie,181
05-Feb,2447,Transect13,1472,Ellerslie,181
05-Feb,2447,Transect14,1589,Ellerslie,181
05-Mar,2447,Transect1,1867,Ellerslie,181
05-Mar,2447,Transect2,878,Ellerslie,181
05-Mar,2447,Transect3,928,Ellerslie,181
05-Mar,2447,Transect4,1211,Ellerslie,181
05-Mar,2447,Transect5,1083,Ellerslie,181
05-Mar,2447,Transect6,2033,Ellerslie,181
05-Mar,2447,Transect7,1633,Ellerslie,181
05-Mar,2447,Transect8,1133,Ellerslie,181
05-Mar,2447,Transect9,656,Ellerslie,181
05-Mar,2447,Transect10,950,Ellerslie,181
05-Mar,2447,Transect11,783,Ellerslie,181
05-Mar,2447,Transect12,1578,Ellerslie,181
05-Mar,2447,Transect13,1472,Ellerslie,181
05-Mar,2447,Transect14,1589,Ellerslie,181
10-May,2332,Transect1,1861,Ellerslie,181
10-May,2332,Transect2,867,Ellerslie,181
10-May,2332,Transect3,917,Ellerslie,181
10-May,2332,Transect4,1189,Ellerslie,181
10-May,2332,Transect5,1050,Ellerslie,181
10-May,2332,Transect6,2006,Ellerslie,181
10-May,2332,Transect7,1583,Ellerslie,181
10-May,2332,Transect8,772,Ellerslie,181
10-May,2332,Transect9,544,Ellerslie,181
10-May,2332,Transect10,900,Ellerslie,181
10-May,2332,Transect11,744,Ellerslie,181
10-May,2332,Transect12,1556,Ellerslie,181
10-May,2332,Transect13,1444,Ellerslie,181
10-May,2332,Transect14,1572,Ellerslie,181
15-Oct,2183,Transect1,1839,Ellerslie,181
15-Oct,2183,Transect2,856,Ellerslie,181
15-Oct,2183,Transect3,900,Ellerslie,181
15-Oct,2183,Transect4,1128,Ellerslie,181
15-Oct,2183,Transect5,1028,Ellerslie,181
15-Oct,2183,Transect6,1983,Ellerslie,181
15-Oct,2183,Transect7,1361,Ellerslie,181
15-Oct,2183,Transect8,411,Ellerslie,181
15-Oct,2183,Transect9,444,Ellerslie,181
15-Oct,2183,Transect10,856,Ellerslie,181
15-Oct,2183,Transect11,711,Ellerslie,181
15-Oct,2183,Transect12,1539,Ellerslie,181
15-Oct,2183,Transect13,1417,Ellerslie,181
15-Oct,2183,Transect14,1544,Ellerslie,181
15-20,2055,Transect1,1822,Ellerslie,181
15-20,2055,Transect2,844,Ellerslie,181
15-20,2055,Transect3,889,Ellerslie,181
15-20,2055,Transect4,1106,Ellerslie,181
15-20,2055,Transect5,1006,Ellerslie,181
15-20,2055,Transect6,1967,Ellerslie,181
15-20,2055,Transect7,1094,Ellerslie,181
15-20,2055,Transect8,0,Ellerslie,181
15-20,2055,Transect9,367,Ellerslie,181
15-20,2055,Transect10,778,Ellerslie,181
15-20,2055,Transect11,689,Ellerslie,181
15-20,2055,Transect12,1517,Ellerslie,181
15-20,2055,Transect13,1400,Ellerslie,181
15-20,2055,Transect14,1517,Ellerslie,181
20-30,1926,Transect1,1811,Ellerslie,181
20-30,1926,Transect2,828,Ellerslie,181
20-30,1926,Transect3,878,Ellerslie,181
20-30,1926,Transect4,1094,Ellerslie,181
20-30,1926,Transect5,961,Ellerslie,181
20-30,1926,Transect6,1956,Ellerslie,181
20-30,1926,Transect7,483,Ellerslie,181
20-30,1926,Transect8,0,Ellerslie,181
20-30,1926,Transect9,311,Ellerslie,181
20-30,1926,Transect10,717,Ellerslie,181
20-30,1926,Transect11,672,Ellerslie,181
20-30,1926,Transect12,1500,Ellerslie,181
20-30,1926,Transect13,1367,Ellerslie,181
20-30,1926,Transect14,1494,Ellerslie,181
30-40,1768,Transect1,1761,Ellerslie,181
30-40,1768,Transect2,800,Ellerslie,181
30-40,1768,Transect3,850,Ellerslie,181
30-40,1768,Transect4,1067,Ellerslie,181
30-40,1768,Transect5,889,Ellerslie,181
30-40,1768,Transect6,1778,Ellerslie,181
30-40,1768,Transect7,0,Ellerslie,181
30-40,1768,Transect8,0,Ellerslie,181
30-40,1768,Transect9,167,Ellerslie,181
30-40,1768,Transect10,506,Ellerslie,181
30-40,1768,Transect11,633,Ellerslie,181
30-40,1768,Transect12,1467,Ellerslie,181
30-40,1768,Transect13,1322,Ellerslie,181
30-40,1768,Transect14,1456,Ellerslie,181
40-50,1606,Transect1,1717,Ellerslie,181
40-50,1606,Transect2,767,Ellerslie,181
40-50,1606,Transect3,828,Ellerslie,181
40-50,1606,Transect4,1044,Ellerslie,181
40-50,1606,Transect5,822,Ellerslie,181
40-50,1606,Transect6,1611,Ellerslie,181
40-50,1606,Transect7,0,Ellerslie,181
40-50,1606,Transect8,0,Ellerslie,181
40-50,1606,Transect9,0,Ellerslie,181
40-50,1606,Transect10,0,Ellerslie,181
40-50,1606,Transect11,600,Ellerslie,181
40-50,1606,Transect12,1422,Ellerslie,181
40-50,1606,Transect13,1244,Ellerslie,181
40-50,1606,Transect14,1372,Ellerslie,181
50-60,1436,Transect1,1656,Ellerslie,181
50-60,1436,Transect2,739,Ellerslie,181
50-60,1436,Transect3,806,Ellerslie,181
50-60,1436,Transect4,1017,Ellerslie,181
50-60,1436,Transect5,783,Ellerslie,181
50-60,1436,Transect6,1400,Ellerslie,181
50-60,1436,Transect7,0,Ellerslie,181
50-60,1436,Transect8,0,Ellerslie,181
50-60,1436,Transect9,0,Ellerslie,181
50-60,1436,Transect10,0,Ellerslie,181
50-60,1436,Transect11,556,Ellerslie,181
50-60,1436,Transect12,1367,Ellerslie,181
50-60,1436,Transect13,1156,Ellerslie,181
50-60,1436,Transect14,1294,Ellerslie,181
05-Feb,353,Transect1,925,FRED,11
05-Feb,353,Transect2,2350,FRED,11
05-Feb,353,Transect3,407,FRED,11
05-Feb,353,Transect4,512,FRED,11
05-Mar,343,Transect1,925,FRED,11
05-Mar,343,Transect2,2350,FRED,11
05-Mar,343,Transect3,407,FRED,11
05-Mar,343,Transect4,444,FRED,11
10-May,287,Transect1,848,FRED,11
10-May,287,Transect2,2147,FRED,11
10-May,287,Transect3,285,FRED,11
10-May,287,Transect4,504,FRED,11
15-Oct,226,Transect1,794,FRED,11
15-Oct,226,Transect2,2028,FRED,11
15-Oct,226,Transect3,0,FRED,11
15-Oct,226,Transect4,429,FRED,11
15-20,176,Transect1,748,FRED,11
15-20,176,Transect2,1873,FRED,11
15-20,176,Transect3,0,FRED,11
15-20,176,Transect4,379,FRED,11
20-30,127,Transect1,663,FRED,11
20-30,127,Transect2,1575,FRED,11
20-30,127,Transect3,0,FRED,11
20-30,127,Transect4,248,FRED,11
30-40,54,Transect1,331,FRED,11
30-40,54,Transect2,1276,FRED,11
30-40,54,Transect3,0,FRED,11
30-40,54,Transect4,0,FRED,11
40-50,6,Transect1,0,FRED,11
40-50,6,Transect2,298,FRED,11
40-50,6,Transect3,0,FRED,11
40-50,6,Transect4,0,FRED,11
05-Feb,824,Transect1,1046,Fulmore,49
05-Feb,824,Transect2,621,Fulmore,49
05-Feb,824,Transect3,1163,Fulmore,49
05-Feb,824,Transect4,1494,Fulmore,49
05-Feb,824,Transect5,690,Fulmore,49
05-Feb,824,Transect6,891,Fulmore,49
05-Mar,824,Transect1,1046,Fulmore,49
05-Mar,824,Transect2,621,Fulmore,49
05-Mar,824,Transect3,1163,Fulmore,49
05-Mar,824,Transect4,1494,Fulmore,49
05-Mar,824,Transect5,690,Fulmore,49
05-Mar,824,Transect6,891,Fulmore,49
10-May,749,Transect1,907,Fulmore,49
10-May,749,Transect2,605,Fulmore,49
10-May,749,Transect3,1125,Fulmore,49
10-May,749,Transect4,1481,Fulmore,49
10-May,749,Transect5,662,Fulmore,49
10-May,749,Transect6,783,Fulmore,49
15-Oct,686,Transect1,614,Fulmore,49
15-Oct,686,Transect2,594,Fulmore,49
15-Oct,686,Transect3,1078,Fulmore,49
15-Oct,686,Transect4,1462,Fulmore,49
15-Oct,686,Transect5,634,Fulmore,49
15-Oct,686,Transect6,681,Fulmore,49
15-20,618,Transect1,398,Fulmore,49
15-20,618,Transect2,567,Fulmore,49
15-20,618,Transect3,1040,Fulmore,49
15-20,618,Transect4,1318,Fulmore,49
15-20,618,Transect5,600,Fulmore,49
15-20,618,Transect6,0,Fulmore,49
20-30,513,Transect1,0,Fulmore,49
20-30,513,Transect2,540,Fulmore,49
20-30,513,Transect3,993,Fulmore,49
20-30,513,Transect4,1130,Fulmore,49
20-30,513,Transect5,323,Fulmore,49
20-30,513,Transect6,0,Fulmore,49
30-40,431,Transect1,0,Fulmore,49
30-40,431,Transect2,508,Fulmore,49
30-40,431,Transect3,889,Fulmore,49
30-40,431,Transect4,1048,Fulmore,49
30-40,431,Transect5,192,Fulmore,49
30-40,431,Transect6,0,Fulmore,49
40-50,376,Transect1,0,Fulmore,49
40-50,376,Transect2,465,Fulmore,49
40-50,376,Transect3,842,Fulmore,49
40-50,376,Transect4,941,Fulmore,49
40-50,376,Transect5,0,Fulmore,49
40-50,376,Transect6,0,Fulmore,49
05-Feb,824,Transect1,420,Fulmore_2005,2005
05-Feb,824,Transect2,533,Fulmore_2005,2005
05-Feb,824,Transect3,1254,Fulmore_2005,2005
05-Feb,824,Transect4,1610,Fulmore_2005,2005
05-Feb,824,Transect5,2316,Fulmore_2005,2005
05-Feb,824,Transect6,1082,Fulmore_2005,2005
05-Feb,824,Transect7,1223,Fulmore_2005,2005
05-Feb,824,Transect8,940,Fulmore_2005,2005
05-Mar,824,Transect1,420,Fulmore_2005,2005
05-Mar,824,Transect2,533,Fulmore_2005,2005
05-Mar,824,Transect3,1254,Fulmore_2005,2005
05-Mar,824,Transect4,1610,Fulmore_2005,2005
05-Mar,824,Transect5,2316,Fulmore_2005,2005
05-Mar,824,Transect6,1082,Fulmore_2005,2005
05-Mar,824,Transect7,1223,Fulmore_2005,2005
05-Mar,824,Transect8,940,Fulmore_2005,2005
10-May,749,Transect1,416,Fulmore_2005,2005
10-May,749,Transect2,526,Fulmore_2005,2005
10-May,749,Transect3,1243,Fulmore_2005,2005
10-May,749,Transect4,1601,Fulmore_2005,2005
10-May,749,Transect5,2306,Fulmore_2005,2005
10-May,749,Transect6,1059,Fulmore_2005,2005
10-May,749,Transect7,1223,Fulmore_2005,2005
10-May,749,Transect8,380,Fulmore_2005,2005
15-Oct,686,Transect1,387,Fulmore_2005,2005
15-Oct,686,Transect2,508,Fulmore_2005,2005
15-Oct,686,Transect3,1213,Fulmore_2005,2005
15-Oct,686,Transect4,1582,Fulmore_2005,2005
15-Oct,686,Transect5,2257,Fulmore_2005,2005
15-Oct,686,Transect6,1044,Fulmore_2005,2005
15-Oct,686,Transect7,1089,Fulmore_2005,2005
15-Oct,686,Transect8,181,Fulmore_2005,2005
15-20,618,Transect1,311,Fulmore_2005,2005
15-20,618,Transect2,485,Fulmore_2005,2005
15-20,618,Transect3,1186,Fulmore_2005,2005
15-20,618,Transect4,1516,Fulmore_2005,2005
15-20,618,Transect5,2184,Fulmore_2005,2005
15-20,618,Transect6,999,Fulmore_2005,2005
15-20,618,Transect7,161,Fulmore_2005,2005
15-20,618,Transect8,0,Fulmore_2005,2005
20-30,513,Transect1,235,Fulmore_2005,2005
20-30,513,Transect2,445,Fulmore_2005,2005
20-30,513,Transect3,1113,Fulmore_2005,2005
20-30,513,Transect4,1367,Fulmore_2005,2005
20-30,513,Transect5,1888,Fulmore_2005,2005
20-30,513,Transect6,413,Fulmore_2005,2005
20-30,513,Transect7,0,Fulmore_2005,2005
20-30,513,Transect8,0,Fulmore_2005,2005
30-40,431,Transect1,0,Fulmore_2005,2005
30-40,431,Transect2,397,Fulmore_2005,2005
30-40,431,Transect3,1031,Fulmore_2005,2005
30-40,431,Transect4,1260,Fulmore_2005,2005
30-40,431,Transect5,1514,Fulmore_2005,2005
30-40,431,Transect6,0,Fulmore_2005,2005
30-40,431,Transect7,0,Fulmore_2005,2005
30-40,431,Transect8,0,Fulmore_2005,2005
40-50,376,Transect1,0,Fulmore_2005,2005
40-50,376,Transect2,330,Fulmore_2005,2005
40-50,376,Transect3,942,Fulmore_2005,2005
40-50,376,Transect4,1161,Fulmore_2005,2005
40-50,376,Transect5,1235,Fulmore_2005,2005
40-50,376,Transect6,0,Fulmore_2005,2005
40-50,376,Transect7,0,Fulmore_2005,2005
40-50,376,Transect8,0,Fulmore_2005,2005
05-Feb,5085,Transect1,1260,GREAT,1
05-Feb,5085,Transect2,2150,GREAT,1
05-Feb,5085,Transect3,1560,GREAT,1
05-Feb,5085,Transect4,1370,GREAT,1
05-Feb,5085,Transect5,1780,GREAT,1
05-Feb,5085,Transect6,760,GREAT,1
05-Mar,5085,Transect1,1260,GREAT,1
05-Mar,5085,Transect2,2150,GREAT,1
05-Mar,5085,Transect3,1560,GREAT,1
05-Mar,5085,Transect4,1370,GREAT,1
05-Mar,5085,Transect5,1780,GREAT,1
05-Mar,5085,Transect6,760,GREAT,1
10-May,5054,Transect1,1250,GREAT,1
10-May,5054,Transect2,2140,GREAT,1
10-May,5054,Transect3,1554,GREAT,1
10-May,5054,Transect4,1365,GREAT,1
10-May,5054,Transect5,1770,GREAT,1
10-May,5054,Transect6,760,GREAT,1
15-Oct,5022,Transect1,1240,GREAT,1
15-Oct,5022,Transect2,2140,GREAT,1
15-Oct,5022,Transect3,1548,GREAT,1
15-Oct,5022,Transect4,1360,GREAT,1
15-Oct,5022,Transect5,1770,GREAT,1
15-Oct,5022,Transect6,750,GREAT,1
15-20,4959,Transect1,1230,GREAT,1
15-20,4959,Transect2,2136,GREAT,1
15-20,4959,Transect3,1525,GREAT,1
15-20,4959,Transect4,1350,GREAT,1
15-20,4959,Transect5,1762,GREAT,1
15-20,4959,Transect6,748,GREAT,1
20-30,4863,Transect1,1220,GREAT,1
20-30,4863,Transect2,2114,GREAT,1
20-30,4863,Transect3,1502,GREAT,1
20-30,4863,Transect4,1326,GREAT,1
20-30,4863,Transect5,1744,GREAT,1
20-30,4863,Transect6,740,GREAT,1
30-40,4735,Transect1,1179,GREAT,1
30-40,4735,Transect2,2050,GREAT,1
30-40,4735,Transect3,1444,GREAT,1
30-40,4735,Transect4,1264,GREAT,1
30-40,4735,Transect5,1709,GREAT,1
30-40,4735,Transect6,736,GREAT,1
40-50,4606,Transect1,1144,GREAT,1
40-50,4606,Transect2,1986,GREAT,1
40-50,4606,Transect3,1397,GREAT,1
40-50,4606,Transect4,1220,GREAT,1
40-50,4606,Transect5,1682,GREAT,1
40-50,4606,Transect6,724,GREAT,1
50-60,4475,Transect1,1110,GREAT,1
50-60,4475,Transect2,1935,GREAT,1
50-60,4475,Transect3,1362,GREAT,1
50-60,4475,Transect4,1184,GREAT,1
50-60,4475,Transect5,1638,GREAT,1
50-60,4475,Transect6,717,GREAT,1
60-70,4345,Transect1,1075,GREAT,1
60-70,4345,Transect2,1884,GREAT,1
60-70,4345,Transect3,1316,GREAT,1
60-70,4345,Transect4,1123,GREAT,1
60-70,4345,Transect5,1602,GREAT,1
60-70,4345,Transect6,699,GREAT,1
70-80,4195,Transect1,1029,GREAT,1
70-80,4195,Transect2,1794,GREAT,1
70-80,4195,Transect3,1281,GREAT,1
70-80,4195,Transect4,1078,GREAT,1
70-80,4195,Transect5,1566,GREAT,1
70-80,4195,Transect6,687,GREAT,1
80-90,4020,Transect1,983,GREAT,1
80-90,4020,Transect2,1704,GREAT,1
80-90,4020,Transect3,1260,GREAT,1
80-90,4020,Transect4,1043,GREAT,1
80-90,4020,Transect5,1540,GREAT,1
80-90,4020,Transect6,669,GREAT,1
90-100,3815,Transect1,970,GREAT,1
90-100,3815,Transect2,1666,GREAT,1
90-100,3815,Transect3,1200,GREAT,1
90-100,3815,Transect4,1000,GREAT,1
90-100,3815,Transect5,1500,GREAT,1
90-100,3815,Transect6,600,GREAT,1
05-Feb,453,Transect1,441,Georgie,123
05-Feb,453,Transect2,485,Georgie,123
05-Feb,453,Transect3,313,Georgie,123
05-Feb,453,Transect4,528,Georgie,123
05-Feb,453,Transect5,494,Georgie,123
05-Feb,453,Transect6,645,Georgie,123
05-Feb,453,Transect7,1012,Georgie,123
05-Feb,453,Transect8,426,Georgie,123
05-Mar,453,Transect1,441,Georgie,123
05-Mar,453,Transect2,485,Georgie,123
05-Mar,453,Transect3,313,Georgie,123
05-Mar,453,Transect4,528,Georgie,123
05-Mar,453,Transect5,494,Georgie,123
05-Mar,453,Transect6,645,Georgie,123
05-Mar,453,Transect7,1012,Georgie,123
05-Mar,453,Transect8,426,Georgie,123
10-May,397,Transect1,393,Georgie,123
10-May,397,Transect2,465,Georgie,123
10-May,397,Transect3,189,Georgie,123
10-May,397,Transect4,492,Georgie,123
10-May,397,Transect5,446,Georgie,123
10-May,397,Transect6,581,Georgie,123
10-May,397,Transect7,886,Georgie,123
10-May,397,Transect8,318,Georgie,123
15-Oct,328,Transect1,355,Georgie,123
15-Oct,328,Transect2,428,Georgie,123
15-Oct,328,Transect3,142,Georgie,123
15-Oct,328,Transect4,432,Georgie,123
15-Oct,328,Transect5,418,Georgie,123
15-Oct,328,Transect6,523,Georgie,123
15-Oct,328,Transect7,832,Georgie,123
15-Oct,328,Transect8,272,Georgie,123
15-20,211,Transect1,304,Georgie,123
15-20,211,Transect2,382,Georgie,123
15-20,211,Transect3,76,Georgie,123
15-20,211,Transect4,0,Georgie,123
15-20,211,Transect5,335,Georgie,123
15-20,211,Transect6,445,Georgie,123
15-20,211,Transect7,747,Georgie,123
15-20,211,Transect8,222,Georgie,123
20-30,92,Transect1,0,Georgie,123
20-30,92,Transect2,232,Georgie,123
20-30,92,Transect3,0,Georgie,123
20-30,92,Transect4,0,Georgie,123
20-30,92,Transect5,0,Georgie,123
20-30,92,Transect6,181,Georgie,123
20-30,92,Transect7,681,Georgie,123
20-30,92,Transect8,154,Georgie,123
30-40,29,Transect1,0,Georgie,123
30-40,29,Transect2,0,Georgie,123
30-40,29,Transect3,0,Georgie,123
30-40,29,Transect4,0,Georgie,123
30-40,29,Transect5,0,Georgie,123
30-40,29,Transect6,0,Georgie,123
30-40,29,Transect7,556,Georgie,123
30-40,29,Transect8,0,Georgie,123
05-Feb,109,Transect1,575,Glendale,120
05-Feb,109,Transect2,490,Glendale,120
05-Feb,109,Transect3,655,Glendale,120
05-Feb,109,Transect4,2105,Glendale,120
05-Mar,109,Transect1,575,Glendale,120
05-Mar,109,Transect2,490,Glendale,120
05-Mar,109,Transect3,655,Glendale,120
05-Mar,109,Transect4,2105,Glendale,120
10-May,96,Transect1,545,Glendale,120
10-May,96,Transect2,470,Glendale,120
10-May,96,Transect3,600,Glendale,120
10-May,96,Transect4,2065,Glendale,120
15-Oct,78,Transect1,405,Glendale,120
15-Oct,78,Transect2,420,Glendale,120
15-Oct,78,Transect3,530,Glendale,120
15-Oct,78,Transect4,2005,Glendale,120
15-20,53,Transect1,240,Glendale,120
15-20,53,Transect2,370,Glendale,120
15-20,53,Transect3,465,Glendale,120
15-20,53,Transect4,1855,Glendale,120
20-30,20,Transect1,0,Glendale,120
20-30,20,Transect2,0,Glendale,120
20-30,20,Transect3,245,Glendale,120
20-30,20,Transect4,555,Glendale,120
05-Feb,48,Transect1,213,Grant,212
05-Feb,48,Transect2,355,Grant,212
05-Feb,48,Transect3,298,Grant,212
05-Feb,48,Transect4,505,Grant,212
05-Feb,48,Transect5,398,Grant,212
05-Feb,48,Transect6,418,Grant,212
05-Feb,48,Transect7,258,Grant,212
05-Feb,48,Transect8,182,Grant,212
05-Feb,48,Transect9,98,Grant,212
05-Mar,48,Transect1,213,Grant,212
05-Mar,48,Transect2,355,Grant,212
05-Mar,48,Transect3,298,Grant,212
05-Mar,48,Transect4,505,Grant,212
05-Mar,48,Transect5,398,Grant,212
05-Mar,48,Transect6,418,Grant,212
05-Mar,48,Transect7,258,Grant,212
05-Mar,48,Transect8,182,Grant,212
05-Mar,48,Transect9,98,Grant,212
10-May,39,Transect1,160,Grant,212
10-May,39,Transect2,335,Grant,212
10-May,39,Transect3,259,Grant,212
10-May,39,Transect4,453,Grant,212
10-May,39,Transect5,335,Grant,212
10-May,39,Transect6,388,Grant,212
10-May,39,Transect7,240,Grant,212
10-May,39,Transect8,154,Grant,212
10-May,39,Transect9,30,Grant,212
15-Oct,31,Transect1,150,Grant,212
15-Oct,31,Transect2,272,Grant,212
15-Oct,31,Transect3,236,Grant,212
15-Oct,31,Transect4,408,Grant,212
15-Oct,31,Transect5,276,Grant,212
15-Oct,31,Transect6,331,Grant,212
15-Oct,31,Transect7,179,Grant,212
15-Oct,31,Transect8,109,Grant,212
15-Oct,31,Transect9,0,Grant,212
15-20,25,Transect1,70,Grant,212
15-20,25,Transect2,235,Grant,212
15-20,25,Transect3,194,Grant,212
15-20,25,Transect4,351,Grant,212
15-20,25,Transect5,235,Grant,212
15-20,25,Transect6,283,Grant,212
15-20,25,Transect7,136,Grant,212
15-20,25,Transect8,25,Grant,212
15-20,25,Transect9,0,Grant,212
20-30,17,Transect1,0,Grant,212
20-30,17,Transect2,178,Grant,212
20-30,17,Transect3,118,Grant,212
20-30,17,Transect4,306,Grant,212
20-30,17,Transect5,181,Grant,212
20-30,17,Transect6,204,Grant,212
20-30,17,Transect7,99,Grant,212
20-30,17,Transect8,0,Grant,212
20-30,17,Transect9,0,Grant,212
30-40,6,Transect1,0,Grant,212
30-40,6,Transect2,54,Grant,212
30-40,6,Transect3,74,Grant,212
30-40,6,Transect4,213,Grant,212
30-40,6,Transect5,115,Grant,212
30-40,6,Transect6,0,Grant,212
30-40,6,Transect7,0,Grant,212
30-40,6,Transect8,0,Grant,212
30-40,6,Transect9,0,Grant,212
05-Feb,1545,Transect1,485,HENDERSON,3
05-Feb,1545,Transect2,830,HENDERSON,3
05-Feb,1545,Transect3,945,HENDERSON,3
05-Feb,1545,Transect4,845,HENDERSON,3
05-Feb,1545,Transect5,910,HENDERSON,3
05-Feb,1545,Transect6,1135,HENDERSON,3
05-Feb,1545,Transect7,760,HENDERSON,3
05-Feb,1545,Transect8,1667,HENDERSON,3
05-Feb,1545,Transect9,2025,HENDERSON,3
05-Feb,1545,Transect10,2332,HENDERSON,3
05-Feb,1545,Transect11,2571,HENDERSON,3
05-Feb,1545,Transect12,3025,HENDERSON,3
05-Feb,1545,Transect13,1917,HENDERSON,3
05-Feb,1545,Transect14,702,HENDERSON,3
05-Feb,1545,Transect15,1349,HENDERSON,3
05-Feb,1545,Transect16,1600,HENDERSON,3
05-Feb,1545,Transect17,1568,HENDERSON,3
05-Feb,1545,Transect18,2759,HENDERSON,3
05-Mar,1545,Transect1,485,HENDERSON,3
05-Mar,1545,Transect2,830,HENDERSON,3
05-Mar,1545,Transect3,945,HENDERSON,3
05-Mar,1545,Transect4,845,HENDERSON,3
05-Mar,1545,Transect5,910,HENDERSON,3
05-Mar,1545,Transect6,1135,HENDERSON,3
05-Mar,1545,Transect7,760,HENDERSON,3
05-Mar,1545,Transect8,1667,HENDERSON,3
05-Mar,1545,Transect9,2025,HENDERSON,3
05-Mar,1545,Transect10,2332,HENDERSON,3
05-Mar,1545,Transect11,2571,HENDERSON,3
05-Mar,1545,Transect12,3025,HENDERSON,3
05-Mar,1545,Transect13,1917,HENDERSON,3
05-Mar,1545,Transect14,702,HENDERSON,3
05-Mar,1545,Transect15,1349,HENDERSON,3
05-Mar,1545,Transect16,1600,HENDERSON,3
05-Mar,1545,Transect17,1568,HENDERSON,3
05-Mar,1545,Transect18,2759,HENDERSON,3
10-May,1522,Transect1,470,HENDERSON,3
10-May,1522,Transect2,815,HENDERSON,3
10-May,1522,Transect3,925,HENDERSON,3
10-May,1522,Transect4,830,HENDERSON,3
10-May,1522,Transect5,895,HENDERSON,3
10-May,1522,Transect6,1120,HENDERSON,3
10-May,1522,Transect7,740,HENDERSON,3
10-May,1522,Transect8,1569,HENDERSON,3
10-May,1522,Transect9,2002,HENDERSON,3
10-May,1522,Transect10,2307,HENDERSON,3
10-May,1522,Transect11,2534,HENDERSON,3
10-May,1522,Transect12,2992,HENDERSON,3
10-May,1522,Transect13,1897,HENDERSON,3
10-May,1522,Transect14,685,HENDERSON,3
10-May,1522,Transect15,1345,HENDERSON,3
10-May,1522,Transect16,1561,HENDERSON,3
10-May,1522,Transect17,1549,HENDERSON,3
10-May,1522,Transect18,2726,HENDERSON,3
15-Oct,1481,Transect1,450,HENDERSON,3
15-Oct,1481,Transect2,805,HENDERSON,3
15-Oct,1481,Transect3,910,HENDERSON,3
15-Oct,1481,Transect4,820,HENDERSON,3
15-Oct,1481,Transect5,880,HENDERSON,3
15-Oct,1481,Transect6,1110,HENDERSON,3
15-Oct,1481,Transect7,710,HENDERSON,3
15-Oct,1481,Transect8,1443,HENDERSON,3
15-Oct,1481,Transect9,1978,HENDERSON,3
15-Oct,1481,Transect10,2282,HENDERSON,3
15-Oct,1481,Transect11,2513,HENDERSON,3
15-Oct,1481,Transect12,2907,HENDERSON,3
15-Oct,1481,Transect13,1873,HENDERSON,3
15-Oct,1481,Transect14,668,HENDERSON,3
