source,ats_year,lake_code,survey_date,lake_all_target,lake_merged_data,notes_all_target,notes_merged_data,file_all_target,file_merged_data
C_In_Both_RAW_and_FINAL_data,1981,2,1981-09-29,SPROAT                   29-30 1981 NIGHT SURVEY,Sproat Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,2,1981-12-03,SPROAT,Sproat Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,3,1981-08-12,HENDERSON                1981 NIGHT SURVEY,Henderson Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,3,1981-10-21,HENDERSON                1981 NIGHT SURVEY,Henderson Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,3,1982-03-06,HENDERSON,Henderson Lk,CLEAR SKY 5\6 MOON,CLEAR SKY 5\6 MOON,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,6,1981-08-13,HOBITON                  NIGHT SURVEY,Hobiton Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,6,1981-10-22,HOBITON                  1981 NIGHT SURVEY,Hobiton Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,20,1981-10-14,LOWE                     NIGHT SURVEY,Lowe Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,21,1981-08-16,NIMPKISH                 1981 NIGHT SURVEY,Nimpkish Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,21,1981-09-18,NIMPKISH                 1981 NIGHT SURVEY,Nimpkish Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,22,1981-08-08,WOSS                     NIGHT SURVEY,Woss Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,22,1981-09-17,WOSS                     NIGHT SURVEY,Woss Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,25,1981-10-07,EDEN,Eden Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,26,1981-10-11,IAN                      NIGHT SURVEY,Ian Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,27,1981-10-07,AWUN                     NIGHT SURVEY,Awun Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,28,1981-07-20,CURTIS                     81 NIGHT SURVEY,Curtis Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,28,1981-09-21,CURTIS                   1981,Curtis Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,29,1981-09-22,DEVON                    1981 NIGHT SURVEY,Devon Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,31,1981-08-19,BONILLA                  1981 NIGHT SURVEY,Bonilla Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,31,1981-09-20,BONILLA                  1981 NIGHT SURVEY,Bonilla Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,32,1981-10-09,MERCER                   NIGHT SURVEY,Mercer Lk,NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,40,1981-09-02,KCA,Kennedy Lk (Clayoquot Arm),TRANSECT #7 NOT SOUNDED.,TRANSECT #7 NOT SOUNDED.,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,40,1981-12-16,KCA,Kennedy Lk (Clayoquot Arm),"TR #1,3&4 NOT SOUNDED","TR #1,3&4 NOT SOUNDED",TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,40,1982-03-10,KCA,Kennedy Lk (Clayoquot Arm),NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,41,1981-09-04,KMA,Kennedy Lk (Main Arm),TRANSECT #7 NOT SOUNDED,TRANSECT #7 NOT SOUNDED,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,41,1981-12-15,KMA,Kennedy Lk (Main Arm),TR #7 NOT SOUNDED,TR #7 NOT SOUNDED,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,41,1982-03-10,KMA,Kennedy Lk (Main Arm),NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,801,1981-08-25,Long Lk (A),Long Lk (A),TR #1-4 NOT SOUNDED DEAD BATTERIES.,TR #1-4 NOT SOUNDED DEAD BATTERIES.,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,801,1981-09-25,Long Lk (A),Long Lk (A),NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,802,1981-08-26,Long Lk (B),Long Lk (B),TR #8 NOT SOUNDED CHART DRIVE PROBLEMS,TR #8 NOT SOUNDED CHART DRIVE PROBLEMS,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1981,802,1981-09-26,Long Lk (B),Long Lk (B),NA,NA,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1982,1,1982-08-09,GCL,Great Central Lk,HEAVY CLOUDS,HEAVY CLOUDS,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,1,1982-11-11,"GCL                      NOVEMBER. 11, 1982 NIGHT SURVEY",Great Central Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,1,1983-01-18,GCL                 NIGHT SURVEY,Great Central Lk,"OVERCAST,RAIN","OVERCAST,RAIN",TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,2,1982-08-25,SPROAT                   25-26 1982 NIGHT SURVEY,Sproat Lk,"1/2 MOON CLEAR SKY, WIND LIGHT","1/2 MOON CLEAR SKY, WIND LIGHT",TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,2,1982-11-10,SPROAT              NIGHT SURVEY,Sproat Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,2,1983-03-02,SPROAT              NIGHT SURVEY,Sproat Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,3,1982-06-14,HENDERSON                1982 NIGHT SURVEY,Henderson Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,3,1982-07-20,"HENDERSON                20-21, 1982 NIGHT SURVEY",Henderson Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,3,1982-08-10,HENDERSON           NIGHT SURVEY,Henderson Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,3,1982-11-30,HENDERSON           NIGHT SURVEY,Henderson Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,6,1982-08-13,HOBITON             NIGHT SURVEY,Hobiton Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,6,1982-09-21,HOBITON,Hobiton Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,6,1982-09-22,HOBITON             ADULT SURVEY,Hobiton Lk,ADULT SURVEY,ADULT SURVEY,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,6,1982-12-01,HOBITON                  1982 NIGHT SURVEY,Hobiton Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,6,1983-03-15,HOBITON             NIGHT SURVEY,Hobiton Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,20,1982-10-20,LOWE                     NIGHT SURVEY,Lowe Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,21,1982-07-22,NIMPKISH,Nimpkish Lk,"CLEAR SKIES,WINDY,ROUGH WATER","CLEAR SKIES,WINDY,ROUGH WATER",TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,21,1982-08-17,NIMPKISH                 1982 NIGHT SURVEY,Nimpkish Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,21,1982-11-17,NIMPKISH            NIGHT SURVEY,Nimpkish Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,22,1982-08-19,WOSS                    1982 NIGHT SURVEY,Woss Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,22,1982-11-29,WOSS,Woss Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,25,1982-09-29,EDEN                     NIGHT SURVEY,Eden Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,26,1982-09-30,IAN                      NIGHT SURVEY,Ian Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,27,1982-09-27,AWUN                     1982 NIGHT SURVEY,Awun Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,28,1983-02-04,CURTIS              NIGHT SURVEY,Curtis Lk,CLEAR SKY WINDY WATER ROUGH.,CLEAR SKY WINDY WATER ROUGH.,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,29,1983-02-05,DEVON               NIGHT SURVEY,Devon Lk,"OVERCAST, MODERATE WIND","OVERCAST, MODERATE WIND",TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,31,1982-04-13,BONILLA             NIGHT SURVEY,Bonilla Lk,LIGHT SURFACE INTERFERENCE. 40 FISH CAUGHT IN SURFACE TRAWLS 55MIN.,LIGHT SURFACE INTERFERENCE. 40 FISH CAUGHT IN SURFACE TRAWLS 55MIN.,TARGET81.DAT,TARGET81.DAT
C_In_Both_RAW_and_FINAL_data,1982,31,1982-10-04,BONILLA             NIGHT SURVEY,Bonilla Lk,HEAVY SURFACE INTERFERENCE. 452 FISH CAUGHT ON SURFACE. 60 MIN.,HEAVY SURFACE INTERFERENCE. 452 FISH CAUGHT ON SURFACE. 60 MIN.,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,32,1983-02-02,MERCER              NIGHT SURVEY,Mercer Lk,CLEAR LAKE CALM,CLEAR LAKE CALM,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,40,1982-07-15,KCA,Kennedy Lk (Clayoquot Arm),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,40,1982-09-14,KCA,Kennedy Lk (Clayoquot Arm),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,40,1983-03-25,KCA                 NIGHT SURVEY,Kennedy Lk (Clayoquot Arm),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,41,1982-09-14,KMA,Kennedy Lk (Main Arm),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,41,1983-03-23,KMA                 NIGHT SURVEY,Kennedy Lk (Main Arm),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,44,1983-03-09,MURIEL LAKE         NIGHT SURVEY,Muriel Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,69,1982-10-02,YAKOUN              NIGHT SURVEY,Yakoun Lk,NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,801,1982-07-24,Long Lk (A),Long Lk (A),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,801,1982-08-15,Long Lk (A),Long Lk (A),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,801,1982-11-24,Long Lk (A)               NIGHT SURVEY,Long Lk (A),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,802,1982-07-26,Long Lk (B)              1982 NIGHT SURVEY,Long Lk (B),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,802,1982-08-16,Long Lk (B),Long Lk (B),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1982,802,1982-11-26,Long Lk (B)               NIGHT SURVEY,Long Lk (B),NA,NA,TARGET82.DAT,TARGET82.DAT
C_In_Both_RAW_and_FINAL_data,1983,1,1983-08-30,GREAT CENTRAL       NIGHT SURVEY,Great Central Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,1,1983-11-01,GREAT CENTRAL       NIGHT SURVEY,Great Central Lk,TRANSECT 5 NOT COUNTABLE DUE TO ROUGH WATER,TRANSECT 5 NOT COUNTABLE DUE TO ROUGH WATER,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,2,1983-08-23,SPROAT              NIGHT SURVEY,Sproat Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,2,1983-11-28,SPROAT              NIGHT SURVEY,Sproat Lk,"CLEAR,CALM,NO MOON","CLEAR,CALM,NO MOON",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,3,1983-07-25,HENDERSON           NIGHT SURVEY,Henderson Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,3,1983-09-14,HENDERSON           NIGHT SURVEY,Henderson Lk,CLEAR WATER TEMP 17.5C.,CLEAR WATER TEMP 17.5C.,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,3,1983-11-02,HENDERSON           NIGHT SURVEY,Henderson Lk,"OVERCAST,RAIN TRANSECT 2 NOT COUNTABLE DUE TO ROUGH WATER. ESTIMATE IS LOW TARGETS PRESENT BELOW 50M. BUT 0-50M. SCALE USED","OVERCAST,RAIN TRANSECT 2 NOT COUNTABLE DUE TO ROUGH WATER. ESTIMATE IS LOW TARGETS PRESENT BELOW 50M. BUT 0-50M. SCALE USED",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1983-06-28,HOBITON             NIGHT SURVEY,Hobiton Lk,NO TRAWLS DONE ASSUME ALL SOCKEYE,NO TRAWLS DONE ASSUME ALL SOCKEYE,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1983-06-29,HOBITON             ADULT SURVEY,Hobiton Lk,ADULT SURVEY,ADULT SURVEY,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1983-07-24,HOBITON             NIGHT SURVEY,Hobiton Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1983-09-15,HOBITON             NIGHT SURVEY,Hobiton Lk,CLOUDY RAIN,CLOUDY RAIN,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1983-10-31,HOBITON             NIGHT SURVEY,Hobiton Lk,"OVERCAST,RAIN,WIND","OVERCAST,RAIN,WIND",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1984-03-06,Hobiton Lk          NIGHT SURVEY,Hobiton Lk,"CALM, CLEAR, 1/4 MOON TR #5&10 WERE SOUNDED WITH FM22, TARG WERE * BY 1.76 TO EQUATE THEM WITH EYM BEAM AREA.","CALM, CLEAR, 1/4 MOON TR #5&10 WERE SOUNDED WITH FM22, TARG WERE * BY 1.76 TO EQUATE THEM WITH EYM BEAM AREA.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1984-03-07,HOBITON             DAY SURVEY,Hobiton Lk,"CLEAR,SUNNY,CALM DAY SURVEY  NO TRAWL DATA","CLEAR,SUNNY,CALM DAY SURVEY  NO TRAWL DATA",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,6,1984-03-08,Hobiton Lk          NIGHT SURVEY,Hobiton Lk,"CALM, CLEAR, 1/4 MOON. THIS SURVEY WAS DONE ON MARCH 7 1984.","CALM, CLEAR, 1/4 MOON. THIS SURVEY WAS DONE ON MARCH 7 1984.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,20,1983-09-05,LOWE                NIGHT SURVEY,Lowe Lk,"OVERCAST,RAIN WATER TEMP 15.5C.","OVERCAST,RAIN WATER TEMP 15.5C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,21,1983-06-01,NIMPKISH            NIGHT SURVEY,Nimpkish Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,21,1983-07-21,NIMPKISH            NIGHT SURVEY,Nimpkish Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,21,1983-08-26,NIMPKISH            NIGHT SURVEY,Nimpkish Lk,"CLEAR,WINDY,7/8 MOON WATER TEMP 17C.","CLEAR,WINDY,7/8 MOON WATER TEMP 17C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,22,1983-07-20,WOSS                NIGHT SURVEY,Woss Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,22,1983-08-22,WOSS                NIGHT SURVEY,Woss Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,22,1983-11-09,WOSS                NIGHT SURVEY,Woss Lk,"OVERCAST,RAINY PERIODS 0-50 SCALE USED TARGETS PRESENT BELOW 50M ESTIMATE MAY BE LOW","OVERCAST,RAINY PERIODS 0-50 SCALE USED TARGETS PRESENT BELOW 50M ESTIMATE MAY BE LOW",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,25,1983-09-02,EDEN                NIGHT SURVEY,Eden Lk,"OVERCAST,RAIN WATER TEMP 13C.","OVERCAST,RAIN WATER TEMP 13C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,26,1983-09-01,IAN                 NIGHT SURVEY,Ian Lk,"CLOUDY,RAIN,WINDY WATER TEMP 16C.","CLOUDY,RAIN,WINDY WATER TEMP 16C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,27,1983-08-29,AWUN                NIGHT SURVEY,Awun Lk,"CLEAR,LATE MOON,CALM WATER TEMP 18C.","CLEAR,LATE MOON,CALM WATER TEMP 18C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,28,1983-09-08,CURTIS              NIGHT SURVEY,Curtis Lk,CLEAR LIGHT BREEZE WATER TEMP 13 C.,CLEAR LIGHT BREEZE WATER TEMP 13 C.,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,29,1983-09-09,DEVON               NIGHT SURVEY,Devon Lk,OVERCAST WATER TEMP 12C.,OVERCAST WATER TEMP 12C.,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,31,1983-09-07,BONILLA             NIGHT SURVEY,Bonilla Lk,MODERATE SURFACE INTERFERENCE. 36 FISH CAUGHT ON SURFACE. 10 MIN.,MODERATE SURFACE INTERFERENCE. 36 FISH CAUGHT ON SURFACE. 10 MIN.,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,32,1983-08-31,MERCER              NIGHT SURVEY,Mercer Lk,"OVERCAST,LIGHT WIND WATER TEMP 13C.","OVERCAST,LIGHT WIND WATER TEMP 13C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,40,1983-09-14,KCA                 NIGHT SURVEY,Kennedy Lk (Clayoquot Arm),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,40,1983-10-05,KCA                 NIGHT SURVEY,Kennedy Lk (Clayoquot Arm),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,41,1983-09-13,KMA                 NIGHT SURVEY,Kennedy Lk (Main Arm),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,41,1983-10-04,KMA                 NIGHT SURVEY,Kennedy Lk (Main Arm),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,44,1983-06-21,MURIEL              NIGHT SURVEY,Muriel Lk,%SOCK = SOCKEYE FRY & SOCKEYE SMOLTS.  %STICK = STICKLEBACK,%SOCK = SOCKEYE FRY & SOCKEYE SMOLTS.  %STICK = STICKLEBACK,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,44,1983-09-01,MURIEL              NIGHT SURVEY,Muriel Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,44,1983-11-04,MURIEL              NIGHT SURVEY,Muriel Lk,"SOME OVERCAST AND RAIN, CALM","SOME OVERCAST AND RAIN, CALM",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,45,1983-11-06,MUCHALAT            NIGHT SURVEY,Muchalat Lk,"OVERCAST,MIXED RAIN AND SNOW TRANSECT  5 NOT SOUNDED DUE TO TRANSECT LIGHT FAILURE. ESTIMATE BASED ON 4 TRANSECTS","OVERCAST,MIXED RAIN AND SNOW TRANSECT  5 NOT SOUNDED DUE TO TRANSECT LIGHT FAILURE. ESTIMATE BASED ON 4 TRANSECTS",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,69,1983-09-03,YAKOUN              NIGHT SURVEY,Yakoun Lk,"OVERCAST,WIND,DRAIN NO TRAWLS DONE DUE TO POOR WEATHER","OVERCAST,WIND,DRAIN NO TRAWLS DONE DUE TO POOR WEATHER",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,69,1983-09-10,YAKOUN              NIGHT SURVEY,Yakoun Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,107,1983-11-01,CHEEWHAT            NIGHT SURVEY,Cheewhat Lk,"OVERCAST,RAIN","OVERCAST,RAIN",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,108,1983-11-07,JANSEN              NIGHT SURVEY,Jansen Lk,NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,110,1983-08-23,PORT JOHN           NIGHT SURVEY,Port John Lk,"OVERCAST,CALM WATER TEMP 17C.","OVERCAST,CALM WATER TEMP 17C.",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,801,1983-06-03,Long Lk (A)         NIGHT SURVEY,Long Lk (A),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,801,1983-07-18,Long Lk (A)         NIGHT SURVEY,Long Lk (A),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,801,1983-08-24,Long Lk (A)         NIGHT SURVEY,Long Lk (A),PARTIAL OVERCAST FULL MOON TRANSECTS 1-5,PARTIAL OVERCAST FULL MOON TRANSECTS 1-5,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,801,1983-11-15,Long Lk (A)         NIGHT SURVEY,Long Lk (A),"OVERCAST,RAIN TRANSECTS 1-5","OVERCAST,RAIN TRANSECTS 1-5",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,802,1983-06-04,Long Lk (B)         NIGHT SURVEY,Long Lk (B),TRANSECTS 6-9,TRANSECTS 6-9,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,802,1983-07-19,Long Lk (B)         NIGHT SURVEY,Long Lk (B),NA,NA,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,802,1983-08-25,Long Lk (B)         NIGHT SURVEY,Long Lk (B),PARTIAL OVERCAST FULL MOON TRANSECTS 6-9,PARTIAL OVERCAST FULL MOON TRANSECTS 6-9,TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1983,802,1983-11-15,Long Lk (B)         NIGHT SURVEY,Long Lk (B),"OVERCAST,RAIN TRANSECTS 6-9","OVERCAST,RAIN TRANSECTS 6-9",TARGET83.DAT,TARGET83.DAT
C_In_Both_RAW_and_FINAL_data,1984,1,1984-10-15,Great Central Lk    NIGHT SURVEY,Great Central Lk,"40% OVERCAST,CALM, WATER TEMP 12 C. WATER LEVEL HIGH. FLOOD CONDITIONS.","40% OVERCAST,CALM, WATER TEMP 12 C. WATER LEVEL HIGH. FLOOD CONDITIONS.",TARGET84.DAT,TARGET84.DAT
C_In_Both_RAW_and_FINAL_data,1984,2,1984-10-01,Sproat Lk           NIGHT SURVEY,Sproat Lk,"10 % OVERCAST,CALM, NO MOON. A FEW TARGETS PRESENT BELOW 50 M. BUT NOT COUNTED.","10 % OVERCAST,CALM, NO MOON. A FEW TARGETS PRESENT BELOW 50 M. BUT NOT COUNTED.",TARGET84.DAT,TARGET84.DAT
C_In_Both_RAW_and_FINAL_data,1984,3,1984-08-14,Henderson LK        NIGHT SURVEY,Henderson Lk,"TR#7,6&4 NOT COUNTABLE DUE TO HIGH TARGET DENSITY. NO FISH ON SURFACE","TR#7,6&4 NOT COUNTABLE DUE TO HIGH TARGET DENSITY. NO FISH ON SURFACE",TARGET84.DAT,TARGET84.DAT
C_In_Both_RAW_and_FINAL_data,1984,3,1984-10-28,Henderson Lk        night survey,Henderson Lk,"light rain, 80% cloud cover, calm-choppy.","light rain, 80% cloud cover, calm-choppy.",TARGET84.DAT,TARGET84.DAT
C_In_Both_RAW_and_FINAL_data,1984,6,1984-04-18,Hobiton Lk          NIGHT SURVEY,Hobiton Lk,"ALTERNATING CLOUD & CLEAR. WATER RIPPLED. NO TRAWLING DONE DUE TO ENGINE TROUBLE. TR# 1,6&7 NOT SOUNDED. WATER TEMP 9.5 C.","ALTERNATING CLOUD & CLEAR. WATER RIPPLED. NO TRAWLING DONE DUE TO ENGINE TROUBLE. TR# 1,6&7 NOT SOUNDED. WATER TEMP 9.5 C.",TARGET84.DAT,TARGET84.DAT
