"ats_year","lake_code","lake_name","survey_date_trawl","interval_start","interval_end","survey_date_acoustic","source_file","match_status_acoustic","overlap_status_acoustic","count_acoustic_survey","data_note"
"1980","20","Lowe_Lake",1980-09-19,"1980-09-12","1980-09-26",1980-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1980","32","Mercer_Lake",1980-07-27,"1980-07-20","1980-08-03",1980-07-26,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1980","21","Nimpkish_Lake",1980-11-04,"1980-10-28","1980-11-11",1980-11-04,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1980","21","Nimpkish_Lake",1980-11-05,"1980-10-29","1980-11-12",1980-11-04,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1980","2","Sproat_Lake",1981-01-20,"1981-01-13","1981-01-27",1981-01-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1980","2","Sproat_Lake",1981-01-21,"1981-01-14","1981-01-28",1981-01-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1980","23","Vernon_Lake",1980-11-03,"1980-10-27","1980-11-10",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1980","22","Woss_Lake",1980-11-06,"1980-10-30","1980-11-13",1980-11-06,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","27","Awun_Lake",1981-10-07,"1981-09-30","1981-10-14",1981-10-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","27","Awun_Lake",1981-10-08,"1981-10-01","1981-10-15",1981-10-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","31","Bonilla_Lake",1981-07-18,"1981-07-11","1981-07-25",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","31","Bonilla_Lake",1981-07-19,"1981-07-12","1981-07-26",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","31","Bonilla_Lake",1981-08-19,"1981-08-12","1981-08-26",1981-08-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","31","Bonilla_Lake",1981-08-20,"1981-08-13","1981-08-27",1981-08-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","31","Bonilla_Lake",1981-09-20,"1981-09-13","1981-09-27",1981-09-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","31","Bonilla_Lake",1981-09-21,"1981-09-14","1981-09-28",1981-09-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","28","Curtis_Lake",1981-07-20,"1981-07-13","1981-07-27",1981-07-20,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","28","Curtis_Lake",1981-09-21,"1981-09-14","1981-09-28",1981-09-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","28","Curtis_Lake",1981-09-22,"1981-09-15","1981-09-29",1981-09-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","29","Devon_Lake",1981-09-22,"1981-09-15","1981-09-29",1981-09-22,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","25","Eden_Lake",1981-10-08,"1981-10-01","1981-10-15",1981-10-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","25","Eden_Lake",1981-10-09,"1981-10-02","1981-10-16",1981-10-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","1","Great_Central_Lake",1981-07-29,"1981-07-22","1981-08-05",1981-07-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","1","Great_Central_Lake",1981-07-30,"1981-07-23","1981-08-06",1981-07-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","1","Great_Central_Lake",1981-09-15,"1981-09-08","1981-09-22",1981-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","1","Great_Central_Lake",1981-09-16,"1981-09-09","1981-09-23",1981-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","1","Great_Central_Lake",1981-09-28,"1981-09-21","1981-10-05",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","1","Great_Central_Lake",1981-12-09,"1981-12-02","1981-12-16",1981-12-12,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","1","Great_Central_Lake",1982-02-02,"1982-01-26","1982-02-09",1982-02-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","3","Henderson_Lake",1981-08-12,"1981-08-05","1981-08-19",1981-08-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","3","Henderson_Lake",1981-08-13,"1981-08-06","1981-08-20",1981-08-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","3","Henderson_Lake",1981-10-21,"1981-10-14","1981-10-28",1981-10-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","3","Henderson_Lake",1981-10-22,"1981-10-15","1981-10-29",1981-10-21,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","3","Henderson_Lake",1982-03-06,"1982-02-27","1982-03-13",1982-03-06,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","6","Hobiton_Lake",1981-08-13,"1981-08-06","1981-08-20",1981-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","6","Hobiton_Lake",1981-08-14,"1981-08-07","1981-08-21",1981-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","6","Hobiton_Lake",1981-10-22,"1981-10-15","1981-10-29",1981-10-22,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","26","Ian_Lake",1981-10-11,"1981-10-04","1981-10-18",1981-10-11,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","40","Kennedy_Lake_(Clay)",1981-09-02,"1981-08-26","1981-09-09",1981-09-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1981","40","Kennedy_Lake_(Clay)",1981-09-03,"1981-08-27","1981-09-10",1981-09-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1981","40","Kennedy_Lake_(Clay)",1981-09-04,"1981-08-28","1981-09-11",1981-09-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1981","40","Kennedy_Lake_(Clay)",1981-12-16,"1981-12-09","1981-12-23",1981-12-16,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","40","Kennedy_Lake_(Clay)",1982-03-11,"1982-03-04","1982-03-18",1982-03-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","40","Kennedy_Lake_(Clay)",1982-03-12,"1982-03-05","1982-03-19",1982-03-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","41","Kennedy_Lake_(Main)",1981-09-03,"1981-08-27","1981-09-10",1981-09-04,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","41","Kennedy_Lake_(Main)",1981-09-04,"1981-08-28","1981-09-11",1981-09-04,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","41","Kennedy_Lake_(Main)",1981-12-15,"1981-12-08","1981-12-22",1981-12-15,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","41","Kennedy_Lake_(Main)",1982-03-10,"1982-03-03","1982-03-17",1982-03-10,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","8","Long_Lake",1981-08-24,"1981-08-17","1981-08-31",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","8","Long_Lake",1981-08-25,"1981-08-18","1981-09-01",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","8","Long_Lake",1981-09-25,"1981-09-18","1981-10-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","8","Long_Lake",1981-09-26,"1981-09-19","1981-10-03",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1981","801","Long_Lake_(A)",NA,NA,NA,1981-08-25,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1981","801","Long_Lake_(A)",NA,NA,NA,1981-09-25,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1981","802","Long_Lake_(B)",NA,NA,NA,1981-08-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1981","802","Long_Lake_(B)",NA,NA,NA,1981-09-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1981","20","Lowe_Lake",1981-10-14,"1981-10-07","1981-10-21",1981-10-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","20","Lowe_Lake",1981-10-15,"1981-10-08","1981-10-22",1981-10-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","32","Mercer_Lake",1981-10-09,"1981-10-02","1981-10-16",1981-10-09,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","21","Nimpkish_Lake",1981-08-16,"1981-08-09","1981-08-23",1981-08-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","21","Nimpkish_Lake",1981-08-17,"1981-08-10","1981-08-24",1981-08-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","21","Nimpkish_Lake",1981-09-18,"1981-09-11","1981-09-25",1981-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","2","Sproat_Lake",1981-08-05,"1981-07-29","1981-08-12",1981-08-05,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","2","Sproat_Lake",1981-08-06,"1981-07-30","1981-08-13",1981-08-05,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","2","Sproat_Lake",1981-09-30,"1981-09-23","1981-10-07",1981-09-29,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","2","Sproat_Lake",NA,NA,NA,1981-12-03,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1981","22","Woss_Lake",1981-08-15,"1981-08-08","1981-08-22",1981-08-08,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1981","22","Woss_Lake",1981-09-17,"1981-09-10","1981-09-24",1981-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1981","22","Woss_Lake",1981-09-18,"1981-09-11","1981-09-25",1981-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","27","Awun_Lake",1982-09-27,"1982-09-20","1982-10-04",1982-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","27","Awun_Lake",1982-09-28,"1982-09-21","1982-10-05",1982-09-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","31","Bonilla_Lake",1982-04-13,"1982-04-06","1982-04-20",1982-04-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","31","Bonilla_Lake",1982-04-14,"1982-04-07","1982-04-21",1982-04-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","31","Bonilla_Lake",1982-10-04,"1982-09-27","1982-10-11",1982-10-04,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","28","Curtis_Lake",1983-02-04,"1983-01-28","1983-02-11",1983-02-04,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","29","Devon_Lake",1983-02-05,"1983-01-29","1983-02-12",1983-02-05,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","25","Eden_Lake",1982-09-29,"1982-09-22","1982-10-06",1982-09-29,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","1","Great_Central_Lake",1982-08-09,"1982-08-02","1982-08-16",1982-08-09,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","1","Great_Central_Lake",1982-11-11,"1982-11-04","1982-11-18",1982-11-11,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","1","Great_Central_Lake",1983-01-18,"1983-01-11","1983-01-25",1983-01-18,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","1","Great_Central_Lake",1983-02-05,"1983-01-29","1983-02-12",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","3","Henderson_Lake",1982-06-15,"1982-06-08","1982-06-22",1982-06-14,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","3","Henderson_Lake",1982-07-20,"1982-07-13","1982-07-27",1982-07-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","3","Henderson_Lake",1982-07-21,"1982-07-14","1982-07-28",1982-07-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","3","Henderson_Lake",1982-08-11,"1982-08-04","1982-08-18",1982-08-10,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","3","Henderson_Lake",1982-11-30,"1982-11-23","1982-12-07",1982-11-30,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","6","Hobiton_Lake",1982-08-13,"1982-08-06","1982-08-20",1982-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","6","Hobiton_Lake",1982-08-14,"1982-08-07","1982-08-21",1982-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","6","Hobiton_Lake",1982-12-01,"1982-11-24","1982-12-08",1982-12-01,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","6","Hobiton_Lake",1983-03-15,"1983-03-08","1983-03-22",1983-03-15,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","6","Hobiton_Lake",NA,NA,NA,1982-09-21,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","6","Hobiton_Lake",NA,NA,NA,1982-09-22,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","26","Ian_Lake",1982-10-01,"1982-09-24","1982-10-08",1982-09-30,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","40","Kennedy_Lake_(Clay)",1982-07-15,"1982-07-08","1982-07-22",1982-07-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","40","Kennedy_Lake_(Clay)",1982-07-16,"1982-07-09","1982-07-23",1982-07-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","40","Kennedy_Lake_(Clay)",1982-09-15,"1982-09-08","1982-09-22",1982-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","40","Kennedy_Lake_(Clay)",1982-09-16,"1982-09-09","1982-09-23",1982-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","40","Kennedy_Lake_(Clay)",1983-03-24,"1983-03-17","1983-03-31",1983-03-25,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","41","Kennedy_Lake_(Main)",1982-09-14,"1982-09-07","1982-09-21",1982-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","41","Kennedy_Lake_(Main)",1982-09-15,"1982-09-08","1982-09-22",1982-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","41","Kennedy_Lake_(Main)",1983-03-23,"1983-03-16","1983-03-30",1983-03-23,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","8","Long_Lake",1982-07-25,"1982-07-18","1982-08-01",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","8","Long_Lake",1982-07-26,"1982-07-19","1982-08-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","8","Long_Lake",1982-08-16,"1982-08-09","1982-08-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","8","Long_Lake",1982-11-24,"1982-11-17","1982-12-01",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","8","Long_Lake",1982-11-26,"1982-11-19","1982-12-03",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","801","Long_Lake_(A)",NA,NA,NA,1982-07-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","801","Long_Lake_(A)",NA,NA,NA,1982-08-15,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","801","Long_Lake_(A)",NA,NA,NA,1982-11-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","802","Long_Lake_(B)",NA,NA,NA,1982-07-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","802","Long_Lake_(B)",NA,NA,NA,1982-08-16,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","802","Long_Lake_(B)",NA,NA,NA,1982-11-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","20","Lowe_Lake",1982-10-20,"1982-10-13","1982-10-27",1982-10-20,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","32","Mercer_Lake",1983-02-02,"1983-01-26","1983-02-09",1983-02-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","44","Muriel_Lake",1983-03-09,"1983-03-02","1983-03-16",1983-03-09,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-06-17,"1982-06-10","1982-06-24",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-06-18,"1982-06-11","1982-06-25",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-07-22,"1982-07-15","1982-07-29",1982-07-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-07-23,"1982-07-16","1982-07-30",1982-07-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-08-18,"1982-08-11","1982-08-25",1982-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-08-19,"1982-08-12","1982-08-26",1982-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-11-17,"1982-11-10","1982-11-24",1982-11-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","21","Nimpkish_Lake",1982-11-18,"1982-11-11","1982-11-25",1982-11-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","2","Sproat_Lake",1982-08-25,"1982-08-18","1982-09-01",1982-08-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1982","2","Sproat_Lake",1982-08-26,"1982-08-19","1982-09-02",1982-08-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1982","2","Sproat_Lake",1982-08-27,"1982-08-20","1982-09-03",1982-08-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1982","2","Sproat_Lake",1983-03-02,"1983-02-23","1983-03-09",1983-03-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","2","Sproat_Lake",1983-03-03,"1983-02-24","1983-03-10",1983-03-02,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1982","2","Sproat_Lake",NA,NA,NA,1982-11-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1982","22","Woss_Lake",1982-08-20,"1982-08-13","1982-08-27",1982-08-19,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","22","Woss_Lake",1982-11-29,"1982-11-22","1982-12-06",1982-11-29,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1982","69","Yakoun_Lake",1982-10-03,"1982-09-26","1982-10-10",1982-10-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1983","27","Awun_Lake",1983-08-29,"1983-08-22","1983-09-05",1983-08-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1983","27","Awun_Lake",1983-08-30,"1983-08-23","1983-09-06",1983-08-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
