"ats_year","lake_code","lake_name","survey_date_trawl","survey_date_acoustic","survey_date_inventory","interval_start","interval_end","source_file","match_status","match_status_inventory","final_match"
"1980","20","Lowe_Lake",1980-09-18,1980-09-18,1980-09-18,"1980-09-16","1980-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1980","20","Lowe_Lake",1980-09-19,1980-09-18,1980-09-18,"1980-09-17","1980-09-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1980","20","Lowe_Lake",NA,NA,1980-09-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1980","32","Mercer_Lake",NA,NA,1980-07-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1980","21","Nimpkish_Lake",1980-11-04,1980-11-04,1980-11-04,"1980-11-02","1980-11-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1980","21","Nimpkish_Lake",1980-11-05,1980-11-04,1980-11-04,"1980-11-03","1980-11-07","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1980","21","Nimpkish_Lake",NA,NA,1980-11-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1980","2","Sproat_Lake",1981-01-20,1981-01-20,1981-01-20,"1981-01-18","1981-01-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1980","2","Sproat_Lake",1981-01-21,1981-01-20,1981-01-20,"1981-01-19","1981-01-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1980","2","Sproat_Lake",NA,NA,1981-01-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1980","23","Vernon_Lake",NA,NA,1980-11-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1980","22","Woss_Lake",1980-11-06,1980-11-06,1980-11-06,"1980-11-04","1980-11-08","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","27","Awun_Lake",1981-10-07,1981-10-07,1981-10-07,"1981-10-05","1981-10-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","27","Awun_Lake",1981-10-08,1981-10-07,1981-10-07,"1981-10-06","1981-10-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","27","Awun_Lake",NA,NA,1981-10-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","31","Bonilla_Lake",1981-08-19,1981-08-19,1981-08-19,"1981-08-17","1981-08-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","31","Bonilla_Lake",1981-08-20,1981-08-19,1981-08-19,"1981-08-18","1981-08-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","31","Bonilla_Lake",1981-09-20,1981-09-20,1981-09-20,"1981-09-18","1981-09-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","31","Bonilla_Lake",1981-09-21,1981-09-20,1981-09-20,"1981-09-19","1981-09-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","31","Bonilla_Lake",NA,NA,1981-07-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","31","Bonilla_Lake",NA,NA,1981-07-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","31","Bonilla_Lake",NA,NA,1981-08-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","31","Bonilla_Lake",NA,NA,1981-09-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","28","Curtis_Lake",1981-07-20,1981-07-20,1981-07-20,"1981-07-18","1981-07-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","28","Curtis_Lake",1981-09-21,1981-09-21,1981-09-21,"1981-09-19","1981-09-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","28","Curtis_Lake",1981-09-22,1981-09-21,1981-09-21,"1981-09-20","1981-09-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","28","Curtis_Lake",NA,NA,1981-09-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","29","Devon_Lake",1981-09-22,1981-09-22,1981-09-22,"1981-09-20","1981-09-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","25","Eden_Lake",NA,NA,1981-10-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","25","Eden_Lake",NA,NA,1981-10-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","1","Great_Central_Lake",1981-07-29,1981-07-29,1981-07-29,"1981-07-27","1981-07-31","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","1","Great_Central_Lake",1981-07-30,1981-07-29,1981-07-29,"1981-07-28","1981-08-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","1","Great_Central_Lake",1981-09-15,1981-09-14,1981-09-14,"1981-09-13","1981-09-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","1","Great_Central_Lake",1981-09-16,1981-09-14,1981-09-14,"1981-09-14","1981-09-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","1","Great_Central_Lake",1982-02-02,1982-02-02,1982-02-02,"1982-01-31","1982-02-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","1","Great_Central_Lake",NA,1981-12-12,1981-12-12,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1981","1","Great_Central_Lake",NA,NA,1981-09-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","1","Great_Central_Lake",NA,NA,1981-09-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","1","Great_Central_Lake",NA,NA,1981-09-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","1","Great_Central_Lake",NA,NA,1981-12-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","3","Henderson_Lake",1981-08-12,1981-08-12,1981-08-12,"1981-08-10","1981-08-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","3","Henderson_Lake",1981-08-13,1981-08-12,1981-08-12,"1981-08-11","1981-08-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","3","Henderson_Lake",1981-10-21,1981-10-21,1981-10-21,"1981-10-19","1981-10-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","3","Henderson_Lake",1981-10-22,1981-10-21,1981-10-21,"1981-10-20","1981-10-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","3","Henderson_Lake",1982-03-06,1982-03-06,1982-03-06,"1982-03-04","1982-03-08","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","3","Henderson_Lake",NA,NA,1981-08-13,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","6","Hobiton_Lake",1981-08-13,1981-08-13,1981-08-13,"1981-08-11","1981-08-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","6","Hobiton_Lake",1981-08-14,1981-08-13,1981-08-13,"1981-08-12","1981-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","6","Hobiton_Lake",1981-10-22,1981-10-22,1981-10-22,"1981-10-20","1981-10-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","6","Hobiton_Lake",NA,NA,1981-08-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","26","Ian_Lake",1981-10-11,1981-10-11,1981-10-11,"1981-10-09","1981-10-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",1981-09-02,1981-09-02,1981-09-02,"1981-08-31","1981-09-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",1981-09-03,1981-09-02,1981-09-02,"1981-09-01","1981-09-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",1981-09-04,1981-09-02,1981-09-02,"1981-09-02","1981-09-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",1981-12-16,1981-12-16,1981-12-16,"1981-12-14","1981-12-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",1982-03-11,1982-03-10,1982-03-10,"1982-03-09","1982-03-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",1982-03-12,1982-03-10,1982-03-10,"1982-03-10","1982-03-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","40","Kennedy_Lake_(Clay)",NA,NA,1981-09-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","40","Kennedy_Lake_(Clay)",NA,NA,1981-09-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","40","Kennedy_Lake_(Clay)",NA,NA,1982-03-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","40","Kennedy_Lake_(Clay)",NA,NA,1982-03-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","41","Kennedy_Lake_(Main)",1981-09-03,1981-09-04,1981-09-04,"1981-09-01","1981-09-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","41","Kennedy_Lake_(Main)",1981-09-04,1981-09-04,1981-09-04,"1981-09-02","1981-09-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","41","Kennedy_Lake_(Main)",1981-12-15,1981-12-15,1981-12-15,"1981-12-13","1981-12-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","41","Kennedy_Lake_(Main)",1982-03-10,1982-03-10,1982-03-10,"1982-03-08","1982-03-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","41","Kennedy_Lake_(Main)",NA,NA,1981-09-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","8","Long_Lake",NA,NA,1981-08-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","8","Long_Lake",NA,NA,1981-08-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","8","Long_Lake",NA,NA,1981-09-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","8","Long_Lake",NA,NA,1981-09-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","801","Long_Lake_(A)",NA,1981-09-25,1981-09-25,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1981","802","Long_Lake_(B)",NA,1981-08-26,1981-08-26,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1981","802","Long_Lake_(B)",NA,1981-09-26,1981-09-26,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1981","20","Lowe_Lake",1981-10-14,1981-10-14,1981-10-14,"1981-10-12","1981-10-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","20","Lowe_Lake",1981-10-15,1981-10-14,1981-10-14,"1981-10-13","1981-10-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","20","Lowe_Lake",NA,NA,1981-10-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","32","Mercer_Lake",1981-10-09,1981-10-09,1981-10-09,"1981-10-07","1981-10-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","21","Nimpkish_Lake",1981-08-16,1981-08-16,1981-08-16,"1981-08-14","1981-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","21","Nimpkish_Lake",1981-08-17,1981-08-16,1981-08-16,"1981-08-15","1981-08-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","21","Nimpkish_Lake",1981-09-18,1981-09-18,1981-09-18,"1981-09-16","1981-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","21","Nimpkish_Lake",NA,NA,1981-08-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","2","Sproat_Lake",1981-08-05,1981-08-05,1981-08-05,"1981-08-03","1981-08-07","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","2","Sproat_Lake",1981-08-06,1981-08-05,1981-08-05,"1981-08-04","1981-08-08","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","2","Sproat_Lake",1981-09-30,1981-09-29,1981-09-29,"1981-09-28","1981-10-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","2","Sproat_Lake",NA,1981-12-03,1981-12-03,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1981","2","Sproat_Lake",NA,NA,1981-08-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","2","Sproat_Lake",NA,NA,1981-09-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","22","Woss_Lake",1981-09-17,1981-09-17,1981-09-17,"1981-09-15","1981-09-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","22","Woss_Lake",1981-09-18,1981-09-17,1981-09-17,"1981-09-16","1981-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1981","22","Woss_Lake",NA,1981-08-08,1981-08-08,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1981","22","Woss_Lake",NA,NA,1981-08-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1981","22","Woss_Lake",NA,NA,1981-09-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","27","Awun_Lake",1982-09-27,1982-09-27,1982-09-27,"1982-09-25","1982-09-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","27","Awun_Lake",1982-09-28,1982-09-27,1982-09-27,"1982-09-26","1982-09-30","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","27","Awun_Lake",NA,NA,1982-09-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","31","Bonilla_Lake",1982-04-13,1982-04-13,1982-04-13,"1982-04-11","1982-04-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","31","Bonilla_Lake",1982-04-14,1982-04-13,1982-04-13,"1982-04-12","1982-04-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","31","Bonilla_Lake",1982-10-04,1982-10-04,1982-10-04,"1982-10-02","1982-10-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","31","Bonilla_Lake",NA,NA,1982-04-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","28","Curtis_Lake",1983-02-04,1983-02-04,1983-02-04,"1983-02-02","1983-02-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","29","Devon_Lake",1983-02-05,1983-02-05,1983-02-05,"1983-02-03","1983-02-07","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","25","Eden_Lake",1982-09-29,1982-09-29,1982-09-29,"1982-09-27","1982-10-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","1","Great_Central_Lake",1982-08-09,1982-08-09,1982-08-09,"1982-08-07","1982-08-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","1","Great_Central_Lake",1982-11-11,1982-11-11,1982-11-11,"1982-11-09","1982-11-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","1","Great_Central_Lake",1983-01-18,1983-01-18,1983-01-18,"1983-01-16","1983-01-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","1","Great_Central_Lake",NA,NA,1983-02-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","3","Henderson_Lake",1982-06-15,1982-06-14,1982-06-14,"1982-06-13","1982-06-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","3","Henderson_Lake",1982-07-20,1982-07-20,1982-07-20,"1982-07-18","1982-07-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","3","Henderson_Lake",1982-07-21,1982-07-20,1982-07-20,"1982-07-19","1982-07-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","3","Henderson_Lake",1982-08-11,1982-08-10,1982-08-10,"1982-08-09","1982-08-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","3","Henderson_Lake",1982-11-30,1982-11-30,1982-11-30,"1982-11-28","1982-12-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","3","Henderson_Lake",NA,NA,1982-06-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","3","Henderson_Lake",NA,NA,1982-07-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","3","Henderson_Lake",NA,NA,1982-08-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","6","Hobiton_Lake",1982-08-13,1982-08-13,1982-08-13,"1982-08-11","1982-08-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","6","Hobiton_Lake",1982-08-14,1982-08-13,1982-08-13,"1982-08-12","1982-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","6","Hobiton_Lake",1982-12-01,1982-12-01,1982-12-01,"1982-11-29","1982-12-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","6","Hobiton_Lake",1983-03-15,1983-03-15,1983-03-15,"1983-03-13","1983-03-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","6","Hobiton_Lake",NA,1982-09-21,1982-09-21,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","6","Hobiton_Lake",NA,NA,1982-08-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","26","Ian_Lake",NA,NA,1982-10-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","40","Kennedy_Lake_(Clay)",1982-07-15,1982-07-15,1982-07-15,"1982-07-13","1982-07-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","40","Kennedy_Lake_(Clay)",1982-07-16,1982-07-15,1982-07-15,"1982-07-14","1982-07-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","40","Kennedy_Lake_(Clay)",1982-09-15,1982-09-14,1982-09-14,"1982-09-13","1982-09-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","40","Kennedy_Lake_(Clay)",1982-09-16,1982-09-14,1982-09-14,"1982-09-14","1982-09-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","40","Kennedy_Lake_(Clay)",1983-03-24,1983-03-25,1983-03-25,"1983-03-22","1983-03-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","40","Kennedy_Lake_(Clay)",NA,NA,1982-07-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","40","Kennedy_Lake_(Clay)",NA,NA,1982-09-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","40","Kennedy_Lake_(Clay)",NA,NA,1982-09-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","40","Kennedy_Lake_(Clay)",NA,NA,1983-03-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","41","Kennedy_Lake_(Main)",1982-09-14,1982-09-14,1982-09-14,"1982-09-12","1982-09-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","41","Kennedy_Lake_(Main)",1982-09-15,1982-09-14,1982-09-14,"1982-09-13","1982-09-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","41","Kennedy_Lake_(Main)",1983-03-23,1983-03-23,1983-03-23,"1983-03-21","1983-03-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","41","Kennedy_Lake_(Main)",NA,NA,1982-09-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","41","Kennedy_Lake_(Main)",NA,NA,1983-03-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","8","Long_Lake",NA,NA,1982-07-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","8","Long_Lake",NA,NA,1982-07-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","8","Long_Lake",NA,NA,1982-08-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","8","Long_Lake",NA,NA,1982-11-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","8","Long_Lake",NA,NA,1982-11-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","801","Long_Lake_(A)",NA,1982-07-24,1982-07-24,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","801","Long_Lake_(A)",NA,1982-08-15,1982-08-15,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","801","Long_Lake_(A)",NA,1982-11-24,1982-11-24,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","802","Long_Lake_(B)",NA,1982-07-26,1982-07-26,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","802","Long_Lake_(B)",NA,1982-08-16,1982-08-16,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","802","Long_Lake_(B)",NA,1982-11-26,1982-11-26,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","20","Lowe_Lake",1982-10-20,1982-10-20,1982-10-20,"1982-10-18","1982-10-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","32","Mercer_Lake",1983-02-02,1983-02-02,1983-02-02,"1983-01-31","1983-02-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","44","Muriel_Lake",1983-03-09,1983-03-09,1983-03-09,"1983-03-07","1983-03-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",1982-07-22,1982-07-22,1982-07-22,"1982-07-20","1982-07-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",1982-07-23,1982-07-22,1982-07-22,"1982-07-21","1982-07-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",1982-08-18,1982-08-17,1982-08-17,"1982-08-16","1982-08-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",1982-08-19,1982-08-17,1982-08-17,"1982-08-17","1982-08-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",1982-11-17,1982-11-17,1982-11-17,"1982-11-15","1982-11-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",1982-11-18,1982-11-17,1982-11-17,"1982-11-16","1982-11-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","21","Nimpkish_Lake",NA,NA,1982-06-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","21","Nimpkish_Lake",NA,NA,1982-06-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","21","Nimpkish_Lake",NA,NA,1982-07-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","21","Nimpkish_Lake",NA,NA,1982-08-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","21","Nimpkish_Lake",NA,NA,1982-08-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","21","Nimpkish_Lake",NA,NA,1982-11-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","2","Sproat_Lake",1982-08-25,1982-08-25,1982-08-25,"1982-08-23","1982-08-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","2","Sproat_Lake",1982-08-26,1982-08-25,1982-08-25,"1982-08-24","1982-08-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","2","Sproat_Lake",1982-08-27,1982-08-25,1982-08-25,"1982-08-25","1982-08-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","2","Sproat_Lake",1983-03-02,1983-03-02,1983-03-02,"1983-02-28","1983-03-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","2","Sproat_Lake",1983-03-03,1983-03-02,1983-03-02,"1983-03-01","1983-03-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","2","Sproat_Lake",NA,1982-11-10,1982-11-10,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1982","2","Sproat_Lake",NA,NA,1982-08-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","2","Sproat_Lake",NA,NA,1982-08-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","2","Sproat_Lake",NA,NA,1983-03-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","22","Woss_Lake",1982-08-20,1982-08-19,1982-08-19,"1982-08-18","1982-08-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","22","Woss_Lake",1982-11-29,1982-11-29,1982-11-29,"1982-11-27","1982-12-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1982","22","Woss_Lake",NA,NA,1982-08-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1982","69","Yakoun_Lake",NA,NA,1982-10-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1983","27","Awun_Lake",1983-08-29,1983-08-29,1983-08-29,"1983-08-27","1983-08-31","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1983","27","Awun_Lake",1983-08-30,1983-08-29,1983-08-29,"1983-08-28","1983-09-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1983","27","Awun_Lake",NA,NA,1983-08-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1983","31","Bonilla_Lake",1983-09-07,1983-09-07,1983-09-07,"1983-09-05","1983-09-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1983","31","Bonilla_Lake",1983-09-08,1983-09-07,1983-09-07,"1983-09-06","1983-09-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1983","107","Cheewhat_Lake",1983-11-01,1983-11-01,1983-11-01,"1983-10-30","1983-11-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1983","28","Curtis_Lake",1983-09-08,1983-09-08,1983-09-08,"1983-09-06","1983-09-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
